shipment_id,transaction_id,ship_date,delivery_date,status,courier
SHP65382,TXN00097092,2024-03-25,2024-04-04,Delivered,Shadowfax
SHP32475,TXN00030616,2024-04-15,2024-04-20,Delivered,Shadowfax
SHP59707,TXN00044531,2024-01-07,2024-01-15,Delivered,BlueDart
SHP62240,TXN00023877,2024-05-05,2024-05-11,Delivered,Shadowfax
SHP88549,TXN00031329,2024-01-26,2024-01-30,Delivered,Shadowfax
SHP39178,TXN00071607,2024-04-10,2024-04-15,Delivered,Shadowfax
SHP94084,TXN00048114,2024-03-24,2024-04-03,Delivered,Shadowfax
SHP19011,TXN00077749,2024-04-19,2024-04-20,Delivered,EcomExpress
SHP82855,TXN00013135,2024-07-01,2024-07-07,Delivered,Shadowfax
SHP83617,TXN00083282,2024-01-24,2024-02-01,Delivered,Delhivery
SHP46705,TXN00067173,2024-04-05,2024-04-10,Delivered,Delhivery
SHP68867,TXN00058407,2024-02-08,2024-02-16,Delivered,BlueDart
SHP25122,TXN00082671,2024-05-24,2024-05-28,Delivered,BlueDart
SHP37348,TXN00025531,2024-04-14,2024-04-17,Delivered,Shadowfax
SHP20213,TXN00088972,2024-03-27,2024-03-31,Delivered,EcomExpress
SHP21320,TXN00051817,2024-01-30,2024-02-07,Delivered,BlueDart
SHP14811,TXN00005130,2024-04-08,2024-04-16,Delivered,Shadowfax
SHP23494,TXN00041962,2024-03-03,2024-03-06,Delivered,BlueDart
SHP46617,TXN00059336,2024-01-15,2024-01-19,Delivered,BlueDart
SHP54349,TXN00021213,2024-05-23,2024-05-29,Delivered,BlueDart
SHP14510,TXN00008106,2024-02-12,2024-02-20,Delivered,Delhivery
SHP14720,TXN00080732,2024-03-22,2024-03-28,Delivered,BlueDart
SHP54594,TXN00034714,2024-01-05,2024-01-12,Delivered,EcomExpress
SHP61969,TXN00000549,2024-05-15,2024-05-19,Delivered,Delhivery
SHP33725,TXN00039700,2024-05-14,2024-05-17,Delivered,EcomExpress
SHP32313,TXN00081526,2024-04-06,2024-04-13,Delivered,EcomExpress
SHP86770,TXN00033866,2024-01-07,2024-01-11,Delivered,EcomExpress
SHP74758,TXN00068401,2024-02-24,2024-03-04,Delivered,BlueDart
SHP61823,TXN00079147,2024-01-18,2024-01-28,Delivered,Shadowfax
SHP64152,TXN00002925,2024-06-11,2024-06-13,Delivered,BlueDart
SHP78346,TXN00002324,2024-05-26,2024-06-05,Delivered,EcomExpress
SHP38670,TXN00034043,2024-03-30,2024-04-05,Delivered,Delhivery
SHP46762,TXN00076549,2024-02-28,2024-03-02,Delivered,Delhivery
SHP80824,TXN00051375,2024-03-16,2024-03-26,Delivered,EcomExpress
SHP44823,TXN00006327,2024-03-23,2024-03-25,Delivered,BlueDart
SHP54967,TXN00057136,2025-03-14,2025-03-16,Delivered,EcomExpress
SHP62969,TXN00014842,2024-02-19,2024-02-22,Delivered,Delhivery
SHP29041,TXN00003208,2024-03-26,2024-03-29,Delivered,Shadowfax
SHP44156,TXN00082979,2024-01-03,2024-01-10,Delivered,Shadowfax
SHP16408,TXN00056537,2024-01-14,2024-01-17,Delivered,Shadowfax
SHP18484,TXN00097636,2024-01-29,2024-02-02,Delivered,EcomExpress
SHP25293,TXN00076673,2024-01-18,2024-01-21,Delivered,EcomExpress
SHP78145,TXN00092885,2024-03-02,2024-03-08,Delivered,Shadowfax
SHP57993,TXN00007683,2024-03-30,2024-04-05,Delivered,EcomExpress
SHP62783,TXN00003373,2024-04-22,2024-04-27,Delivered,Shadowfax
SHP11698,TXN00054417,2024-02-12,2024-02-17,Delivered,BlueDart
SHP53165,TXN00098591,2024-01-31,2024-02-03,Delivered,BlueDart
SHP59113,TXN00061342,2024-02-29,2024-03-08,Delivered,BlueDart
SHP69977,TXN00073101,2024-02-17,2024-02-27,Delivered,EcomExpress
SHP53454,TXN00037483,2024-05-09,2024-05-10,Delivered,EcomExpress
SHP32233,TXN00009110,2024-06-20,2024-06-23,Delivered,Delhivery
SHP85155,TXN00053795,2024-03-25,2024-04-01,Delivered,Shadowfax
SHP34969,TXN00051443,2024-04-24,2024-05-03,Delivered,Delhivery
SHP61398,TXN00037584,2024-01-18,2024-01-20,Delivered,Shadowfax
SHP76965,TXN00066480,2024-05-20,2024-05-21,Delivered,BlueDart
SHP11974,TXN00029511,2024-01-05,2024-01-13,Delivered,Shadowfax
SHP62850,TXN00034339,2024-06-11,2024-06-21,Delivered,Shadowfax
SHP88513,TXN00043697,2024-03-19,2024-03-22,Delivered,EcomExpress
SHP86422,TXN00034621,2024-03-29,2024-04-04,Delivered,BlueDart
SHP87318,TXN00021813,2024-01-08,2024-01-11,Delivered,EcomExpress
SHP41330,TXN00002358,2024-04-06,2024-04-11,Delivered,BlueDart
SHP79690,TXN00097855,2024-04-06,2024-04-08,Delivered,Shadowfax
SHP63166,TXN00087679,2024-05-28,2024-06-05,Delivered,Delhivery
SHP23688,TXN00090001,2024-06-12,2024-06-14,Delivered,BlueDart
SHP83335,TXN00090728,2024-04-12,2024-04-19,Delivered,BlueDart
SHP69303,TXN00005500,2024-04-03,2024-04-07,Delivered,BlueDart
SHP48339,TXN00082705,2024-03-13,2024-03-20,Delivered,EcomExpress
SHP98242,TXN00096432,2024-03-24,2024-03-31,Delivered,BlueDart
SHP77248,TXN00038486,2024-03-06,2024-03-15,Delivered,EcomExpress
SHP27034,TXN00008430,2024-02-12,2024-02-19,Delivered,EcomExpress
SHP32353,TXN00061164,2024-01-03,2024-01-05,Delivered,BlueDart
SHP63176,TXN00065430,2024-05-20,2024-05-24,Delivered,Shadowfax
SHP13720,TXN00044406,2024-04-07,2024-04-17,Delivered,BlueDart
SHP59519,TXN00055536,2024-01-06,2024-01-10,Delivered,EcomExpress
SHP84872,TXN00008664,2024-04-08,2024-04-12,Delivered,Delhivery
SHP66681,TXN00005305,2024-04-06,2024-04-13,Delivered,BlueDart
SHP32749,TXN00003611,2024-02-01,2024-02-08,Delivered,EcomExpress
SHP83074,TXN00091680,2024-04-05,2024-04-09,Delivered,Shadowfax
SHP51340,TXN00081177,2024-04-12,2024-04-14,Delivered,EcomExpress
SHP25946,TXN00051215,2024-04-15,2024-04-25,Delivered,EcomExpress
SHP79556,TXN00021780,2024-03-16,2024-03-23,Delivered,Delhivery
SHP57516,TXN00060318,2024-02-26,2024-03-04,Delivered,EcomExpress
SHP93256,TXN00079183,2024-02-22,2024-02-28,Delivered,Shadowfax
SHP19163,TXN00092541,2024-02-06,2024-02-11,Delivered,Delhivery
SHP25447,TXN00031083,2024-04-07,2024-04-14,Delivered,Delhivery
SHP80961,TXN00029316,2024-03-19,2024-03-28,Delivered,Delhivery
SHP83483,TXN00038909,2024-03-12,2024-03-18,Delivered,Delhivery
SHP69388,TXN00038247,2024-06-25,2024-06-29,Delivered,Delhivery
SHP88293,TXN00067438,2024-03-21,2024-03-26,Delivered,Shadowfax
SHP41728,TXN00054995,2024-04-03,2024-04-11,Delivered,EcomExpress
SHP33890,TXN00021226,2024-03-27,2024-03-29,Delivered,Delhivery
SHP94426,TXN00060490,2024-06-22,2024-06-24,Delivered,Shadowfax
SHP16620,TXN00023440,2024-06-25,2024-06-30,Delivered,Delhivery
SHP84445,TXN00018623,2024-03-30,2024-04-01,Delivered,BlueDart
SHP10719,TXN00050124,2024-03-17,2024-03-20,Delivered,EcomExpress
SHP58552,TXN00054637,2024-04-23,2024-05-02,Delivered,Shadowfax
SHP26509,TXN00053856,2024-07-01,2024-07-11,Delivered,EcomExpress
SHP57306,TXN00033296,2024-02-13,2024-02-15,Delivered,Shadowfax
SHP45882,TXN00062576,2024-03-20,2024-03-28,Delivered,BlueDart
SHP22914,TXN00038186,2024-02-04,2024-02-11,Delivered,Delhivery
SHP84299,TXN00051589,2024-03-26,2024-03-29,Delivered,BlueDart
SHP36091,TXN00035359,2024-01-26,2024-02-05,Delivered,BlueDart
SHP45548,TXN00076706,2024-06-02,2024-06-04,Delivered,Shadowfax
SHP83035,TXN00047740,2024-04-01,2024-04-03,Delivered,Shadowfax
SHP18738,TXN00033267,2024-06-03,2024-06-13,Delivered,Delhivery
SHP16935,TXN00004979,2024-01-10,2024-01-14,Delivered,Delhivery
SHP97548,TXN00081225,2024-05-06,2024-05-08,Delivered,Shadowfax
SHP36819,TXN00020589,2025-04-02,2025-04-08,Delivered,Delhivery
SHP86040,TXN00007362,2024-04-07,2024-04-13,Delivered,Shadowfax
SHP31137,TXN00082345,2024-03-31,2024-04-07,Delivered,Shadowfax
SHP98307,TXN00070066,2024-05-08,2024-05-14,Delivered,Delhivery
SHP34759,TXN00038125,2024-03-23,2024-04-01,Delivered,BlueDart
SHP25096,TXN00013529,2024-01-19,2024-01-26,Delivered,BlueDart
SHP32163,TXN00011213,2024-01-11,2024-01-14,Delivered,Shadowfax
SHP15618,TXN00032295,2024-04-06,2024-04-15,Delivered,Delhivery
SHP66706,TXN00060959,2024-03-20,2024-03-27,Delivered,BlueDart
SHP52179,TXN00081126,2024-04-25,2024-05-02,Delivered,BlueDart
SHP75109,TXN00078592,2024-02-04,2024-02-07,Delivered,Shadowfax
SHP35639,TXN00080121,2024-04-25,2024-04-28,Delivered,EcomExpress
SHP95950,TXN00005932,2024-02-23,2024-03-02,Delivered,EcomExpress
SHP67412,TXN00033342,2024-01-20,2024-01-27,Delivered,BlueDart
SHP68963,TXN00008457,2024-03-21,2024-03-23,Delivered,Delhivery
SHP78968,TXN00048374,2024-04-05,2024-04-10,Delivered,BlueDart
SHP64038,TXN00071186,2024-04-13,2024-04-19,Delivered,Delhivery
SHP88379,TXN00044112,2024-04-02,2024-04-08,Delivered,Shadowfax
SHP39974,TXN00012836,2024-06-15,2024-06-24,Delivered,Shadowfax
SHP15342,TXN00067165,2024-05-26,2024-05-27,Delivered,Shadowfax
SHP21516,TXN00074794,2024-02-13,2024-02-23,Delivered,Delhivery
SHP81846,TXN00028226,2024-04-12,2024-04-18,Delivered,Delhivery
SHP86291,TXN00090703,2024-05-03,2024-05-04,Delivered,Delhivery
SHP52664,TXN00013378,2024-04-16,2024-04-22,Delivered,BlueDart
SHP78137,TXN00047323,2024-05-12,2024-05-16,Delivered,BlueDart
SHP89625,TXN00058893,2024-01-25,2024-02-01,Delivered,Delhivery
SHP28628,TXN00038352,2024-04-01,2024-04-02,Delivered,Shadowfax
SHP60132,TXN00081952,2024-06-10,2024-06-13,Delivered,EcomExpress
SHP81388,TXN00052034,2024-01-18,2024-01-28,Delivered,EcomExpress
SHP56636,TXN00001089,2024-02-19,2024-02-27,Delivered,BlueDart
SHP80578,TXN00075445,2024-05-12,2024-05-20,Delivered,Delhivery
SHP62615,TXN00087648,2024-03-29,2024-04-02,Delivered,Delhivery
SHP24911,TXN00037552,2024-05-02,2024-05-08,Delivered,Shadowfax
SHP21346,TXN00080833,2024-03-03,2024-03-11,Delivered,Delhivery
SHP89638,TXN00072045,2024-04-24,2024-04-27,Delivered,EcomExpress
SHP12635,TXN00085872,2024-04-26,2024-05-03,Delivered,Delhivery
SHP45825,TXN00029707,2024-04-21,2024-04-29,Delivered,Delhivery
SHP38882,TXN00063568,2024-04-07,2024-04-09,Delivered,BlueDart
SHP98163,TXN00059135,2024-04-10,2024-04-14,Delivered,BlueDart
SHP16777,TXN00047866,2024-03-25,2024-03-31,Delivered,EcomExpress
SHP46881,TXN00076916,2024-02-02,2024-02-08,Delivered,Shadowfax
SHP75951,TXN00056086,2024-01-17,2024-01-20,Delivered,EcomExpress
SHP56659,TXN00089761,2024-05-02,2024-05-11,Delivered,BlueDart
SHP84086,TXN00047784,2024-02-12,2024-02-18,Delivered,BlueDart
SHP68375,TXN00089018,2024-06-20,2024-06-21,Delivered,Shadowfax
SHP57734,TXN00031972,2024-01-23,2024-01-29,Delivered,EcomExpress
SHP51196,TXN00085017,2024-05-31,2024-06-10,Delivered,Shadowfax
SHP56625,TXN00054482,2024-01-09,2024-01-18,Delivered,Delhivery
SHP40876,TXN00067078,2024-01-06,2024-01-07,Delivered,Delhivery
SHP21324,TXN00016428,2024-03-26,2024-03-28,Delivered,EcomExpress
SHP32144,TXN00077633,2024-01-12,2024-01-17,Delivered,Delhivery
SHP91912,TXN00081016,2024-03-12,2024-03-17,Delivered,BlueDart
SHP95985,TXN00003724,2024-03-20,2024-03-24,Delivered,Shadowfax
SHP50919,TXN00092764,2024-03-25,2024-03-26,Delivered,Delhivery
SHP97415,TXN00031843,2024-02-08,2024-02-09,Delivered,BlueDart
SHP11361,TXN00089668,2024-03-31,2024-04-08,Delivered,EcomExpress
SHP79630,TXN00022425,2024-01-12,2024-01-20,Delivered,Shadowfax
SHP66601,TXN00052686,2024-03-21,2024-03-25,Delivered,BlueDart
SHP80382,TXN00033535,2024-06-18,2024-06-24,Delivered,BlueDart
SHP86692,TXN00089272,2024-04-05,2024-04-09,Delivered,Delhivery
SHP58154,TXN00082113,2024-04-13,2024-04-15,Delivered,Delhivery
SHP61404,TXN00024205,2024-04-14,2024-04-16,Delivered,BlueDart
SHP79291,TXN00048953,2024-03-21,2024-03-28,Delivered,BlueDart
SHP58226,TXN00033453,2024-05-29,2024-06-01,Delivered,Delhivery
SHP60432,TXN00017863,2024-02-03,2024-02-11,Delivered,Shadowfax
SHP14132,TXN00053525,2025-03-08,2025-03-11,Delivered,EcomExpress
SHP98369,TXN00064766,2024-03-17,2024-03-27,Delivered,BlueDart
SHP70226,TXN00076467,2024-04-08,2024-04-15,Delivered,EcomExpress
SHP16425,TXN00025283,2024-02-29,2024-03-05,Delivered,EcomExpress
SHP47021,TXN00094058,2024-04-15,2024-04-22,Delivered,BlueDart
SHP40664,TXN00067657,2024-01-07,2024-01-14,Delivered,Delhivery
SHP83295,TXN00046551,2024-06-15,2024-06-17,Delivered,Shadowfax
SHP96802,TXN00044365,2024-05-30,2024-06-06,Delivered,Delhivery
SHP71784,TXN00059999,2024-04-04,2024-04-12,Delivered,Delhivery
SHP18426,TXN00018681,2024-05-05,2024-05-08,Delivered,Shadowfax
SHP69393,TXN00032041,2024-05-18,2024-05-22,Delivered,EcomExpress
SHP23954,TXN00091603,2024-05-04,2024-05-07,Delivered,BlueDart
SHP45213,TXN00021248,2024-02-10,2024-02-14,Delivered,BlueDart
SHP47579,TXN00072290,2024-02-08,2024-02-17,Delivered,Delhivery
SHP31181,TXN00039152,2024-03-21,2024-03-28,Delivered,EcomExpress
SHP93800,TXN00093286,2024-03-11,2024-03-20,Delivered,EcomExpress
SHP96865,TXN00037227,2024-05-30,2024-06-02,Delivered,Shadowfax
SHP48356,TXN00022434,2024-01-13,2024-01-19,Delivered,BlueDart
SHP30147,TXN00065628,2024-04-05,2024-04-12,Delivered,EcomExpress
SHP20033,TXN00071019,2024-04-25,2024-04-28,Delivered,Delhivery
SHP94802,TXN00080371,2024-01-26,2024-02-03,Delivered,Shadowfax
SHP22780,TXN00023390,2024-05-14,2024-05-23,Delivered,EcomExpress
SHP34003,TXN00037018,2024-04-12,2024-04-20,Delivered,EcomExpress
SHP97311,TXN00080812,2024-04-04,2024-04-12,Delivered,BlueDart
SHP48087,TXN00063459,2024-04-25,2024-04-27,Delivered,Shadowfax
SHP74863,TXN00032614,2024-05-17,2024-05-26,Delivered,Delhivery
SHP69244,TXN00079556,2024-04-12,2024-04-13,Delivered,Delhivery
SHP89300,TXN00082230,2024-05-24,2024-06-02,Delivered,Shadowfax
SHP78795,TXN00009200,2024-06-20,2024-06-23,Delivered,Shadowfax
SHP48173,TXN00081575,2024-04-08,2024-04-13,Delivered,BlueDart
SHP64933,TXN00082540,2024-03-13,2024-03-17,Delivered,BlueDart
SHP82783,TXN00088555,2024-05-14,2024-05-22,Delivered,Shadowfax
SHP84337,TXN00092893,2024-06-20,2024-06-26,Delivered,BlueDart
SHP28226,TXN00059705,2024-01-17,2024-01-18,Delivered,EcomExpress
SHP80818,TXN00050775,2024-03-07,2024-03-17,Delivered,Shadowfax
SHP35996,TXN00043668,2024-05-06,2024-05-08,Delivered,Shadowfax
SHP79664,TXN00037255,2024-06-15,2024-06-24,Delivered,Delhivery
SHP46457,TXN00045457,2024-04-06,2024-04-08,Delivered,Delhivery
SHP75302,TXN00061232,2024-06-14,2024-06-20,Delivered,EcomExpress
SHP64714,TXN00087193,2024-04-13,2024-04-21,Delivered,EcomExpress
SHP85947,TXN00090663,2024-01-20,2024-01-21,Delivered,Shadowfax
SHP88221,TXN00016401,2024-05-20,2024-05-22,Delivered,BlueDart
SHP87064,TXN00075452,2024-02-24,2024-03-03,Delivered,EcomExpress
SHP87292,TXN00088888,2024-02-01,2024-02-06,Delivered,EcomExpress
SHP65595,TXN00068451,2024-01-31,2024-02-05,Delivered,BlueDart
SHP73610,TXN00025983,2024-06-24,2024-07-01,Delivered,EcomExpress
SHP46365,TXN00004050,2024-06-18,2024-06-27,Delivered,EcomExpress
SHP69149,TXN00071833,2024-02-26,2024-02-29,Delivered,EcomExpress
SHP42879,TXN00075560,2024-01-06,2024-01-11,Delivered,BlueDart
SHP53583,TXN00041906,2024-02-07,2024-02-10,Delivered,Delhivery
SHP88537,TXN00084135,2024-06-15,2024-06-17,Delivered,BlueDart
SHP69314,TXN00004910,2024-06-08,2024-06-11,Delivered,Shadowfax
SHP15742,TXN00046488,2024-03-06,2024-03-14,Delivered,Delhivery
SHP88884,TXN00081275,2024-02-25,2024-02-26,Delivered,Delhivery
SHP93113,TXN00065713,2024-04-07,2024-04-13,Delivered,BlueDart
SHP94874,TXN00066644,2024-01-22,2024-02-01,Delivered,BlueDart
SHP44551,TXN00015414,2024-04-28,2024-04-30,Delivered,Delhivery
SHP28594,TXN00077574,2024-04-15,2024-04-24,Delivered,Shadowfax
SHP33334,TXN00083831,2024-04-28,2024-05-05,Delivered,Shadowfax
SHP78242,TXN00022013,2024-01-09,2024-01-18,Delivered,Shadowfax
SHP85754,TXN00009797,2024-04-18,2024-04-25,Delivered,Shadowfax
SHP14659,TXN00081592,2024-01-31,2024-02-10,Delivered,BlueDart
SHP21104,TXN00058436,2024-04-24,2024-05-03,Delivered,BlueDart
SHP32317,TXN00078082,2024-04-14,2024-04-23,Delivered,EcomExpress
SHP36735,TXN00049398,2024-01-02,2024-01-05,Delivered,EcomExpress
SHP31351,TXN00010883,2024-04-13,2024-04-20,Delivered,EcomExpress
SHP54170,TXN00075220,2024-02-01,2024-02-05,Delivered,EcomExpress
SHP63294,TXN00036301,2024-06-17,2024-06-27,Delivered,EcomExpress
SHP66485,TXN00005267,2024-03-28,2024-04-04,Delivered,Shadowfax
SHP66219,TXN00017391,2024-06-03,2024-06-05,Delivered,Shadowfax
SHP90659,TXN00096679,2024-01-02,2024-01-05,Delivered,Delhivery
SHP33485,TXN00079366,2024-04-28,2024-05-05,Delivered,Delhivery
SHP62301,TXN00072315,2024-06-23,2024-06-26,Delivered,EcomExpress
SHP43224,TXN00079985,2024-01-22,2024-01-27,Delivered,EcomExpress
SHP66457,TXN00076130,2024-02-13,2024-02-18,Delivered,EcomExpress
SHP95614,TXN00079339,2024-03-22,2024-03-30,Delivered,EcomExpress
SHP25718,TXN00044789,2024-01-21,2024-01-22,Delivered,BlueDart
SHP59774,TXN00067225,2024-03-23,2024-03-24,Delivered,Shadowfax
SHP60253,TXN00018220,2024-03-19,2024-03-21,Delivered,Delhivery
SHP63427,TXN00057760,2024-03-07,2024-03-17,Delivered,BlueDart
SHP37456,TXN00093333,2024-03-31,2024-04-07,Delivered,EcomExpress
SHP19959,TXN00076809,2024-01-15,2024-01-21,Delivered,BlueDart
SHP65063,TXN00085329,2024-06-30,2024-07-02,Delivered,Delhivery
SHP77603,TXN00097795,2024-03-27,2024-04-03,Delivered,Shadowfax
SHP81227,TXN00068767,2024-03-15,2024-03-21,Delivered,BlueDart
SHP96382,TXN00003039,2024-04-03,2024-04-07,Delivered,Shadowfax
SHP70372,TXN00054367,2024-06-21,2024-07-01,Delivered,EcomExpress
SHP50717,TXN00081012,2024-02-13,2024-02-22,Delivered,EcomExpress
SHP37527,TXN00033462,2024-06-07,2024-06-09,Delivered,Delhivery
SHP29585,TXN00041382,2024-03-26,2024-03-27,Delivered,EcomExpress
SHP95350,TXN00086850,2024-02-26,2024-03-04,Delivered,Delhivery
SHP44033,TXN00052449,2024-06-26,2024-07-02,Delivered,BlueDart
SHP30158,TXN00072114,2024-06-04,2024-06-14,Delivered,BlueDart
SHP12470,TXN00038950,2024-01-20,2024-01-28,Delivered,Shadowfax
SHP36840,TXN00061677,2024-04-11,2024-04-19,Delivered,Shadowfax
SHP84077,TXN00040727,2024-03-31,2024-04-04,Delivered,EcomExpress
SHP67706,TXN00010205,2024-02-14,2024-02-21,Delivered,EcomExpress
SHP69712,TXN00036831,2024-02-18,2024-02-26,Delivered,Shadowfax
SHP39484,TXN00064059,2024-05-19,2024-05-22,Delivered,BlueDart
SHP37253,TXN00045632,2024-05-01,2024-05-11,Delivered,Delhivery
SHP59149,TXN00045214,2024-03-11,2024-03-14,Delivered,EcomExpress
SHP26660,TXN00049082,2024-03-16,2024-03-24,Delivered,EcomExpress
SHP40909,TXN00032788,2024-04-18,2024-04-21,Delivered,Delhivery
SHP68305,TXN00062891,2024-04-05,2024-04-11,Delivered,EcomExpress
SHP22438,TXN00034184,2024-03-30,2024-04-08,Delivered,EcomExpress
SHP81869,TXN00013412,2024-01-09,2024-01-15,Delivered,Shadowfax
SHP79289,TXN00050270,2024-02-04,2024-02-13,Delivered,BlueDart
SHP95758,TXN00027441,2024-04-03,2024-04-12,Delivered,Delhivery
SHP53357,TXN00020393,2024-06-03,2024-06-07,Delivered,BlueDart
SHP19493,TXN00087763,2024-04-20,2024-04-26,Delivered,EcomExpress
SHP18775,TXN00070447,2024-02-27,2024-02-29,Delivered,Delhivery
SHP17286,TXN00023386,2024-01-27,2024-01-31,Delivered,Shadowfax
SHP14903,TXN00033741,2024-07-01,2024-07-03,Delivered,Delhivery
SHP90826,TXN00089725,2024-01-29,2024-02-05,Delivered,Delhivery
SHP43798,TXN00062537,2024-06-29,2024-07-07,Delivered,Delhivery
SHP37932,TXN00005805,2024-01-20,2024-01-21,Delivered,Delhivery
SHP13855,TXN00083714,2024-04-07,2024-04-14,Delivered,BlueDart
SHP51661,TXN00054818,2024-01-19,2024-01-23,Delivered,BlueDart
SHP68786,TXN00095801,2024-06-27,2024-07-02,Delivered,BlueDart
SHP91030,TXN00000932,2024-06-29,2024-07-01,Delivered,EcomExpress
SHP89631,TXN00090487,2024-04-30,2024-05-07,Delivered,EcomExpress
SHP33083,TXN00051649,2024-06-01,2024-06-11,Delivered,Delhivery
SHP70115,TXN00049343,2024-03-10,2024-03-11,Delivered,Delhivery
SHP10457,TXN00026837,2024-03-25,2024-03-28,Delivered,BlueDart
SHP55079,TXN00057646,2024-01-04,2024-01-07,Delivered,Shadowfax
SHP54437,TXN00030481,2024-01-17,2024-01-20,Delivered,Shadowfax
SHP18944,TXN00021077,2024-04-21,2024-04-30,Delivered,EcomExpress
SHP59086,TXN00027965,2024-02-09,2024-02-13,Delivered,BlueDart
SHP13334,TXN00062350,2024-04-25,2024-05-03,Delivered,Shadowfax
SHP84773,TXN00086795,2024-04-27,2024-05-07,Delivered,Delhivery
SHP76717,TXN00098225,2024-01-21,2024-01-23,Delivered,Delhivery
SHP17309,TXN00055661,2024-04-16,2024-04-21,Delivered,BlueDart
SHP17863,TXN00036993,2024-02-05,2024-02-07,Delivered,Shadowfax
SHP32598,TXN00016591,2024-05-22,2024-06-01,Delivered,BlueDart
SHP66357,TXN00073097,2024-02-11,2024-02-15,Delivered,EcomExpress
SHP85872,TXN00084567,2024-06-11,2024-06-21,Delivered,EcomExpress
SHP91653,TXN00019519,2024-04-22,2024-04-29,Delivered,Delhivery
SHP85511,TXN00030041,2024-01-19,2024-01-29,Delivered,BlueDart
SHP65649,TXN00099839,2024-03-14,2024-03-17,Delivered,BlueDart
SHP56526,TXN00054639,2024-04-11,2024-04-18,Delivered,EcomExpress
SHP56677,TXN00070346,2024-06-04,2024-06-14,Delivered,EcomExpress
SHP57156,TXN00052182,2024-02-07,2024-02-12,Delivered,EcomExpress
SHP95376,TXN00005287,2024-01-12,2024-01-20,Delivered,EcomExpress
SHP42085,TXN00034703,2024-05-27,2024-06-06,Delivered,EcomExpress
SHP99071,TXN00025711,2024-01-21,2024-01-27,Delivered,Shadowfax
SHP75168,TXN00073192,2024-01-21,2024-01-24,Delivered,Shadowfax
SHP30318,TXN00002692,2024-01-04,2024-01-07,Delivered,EcomExpress
SHP87895,TXN00016986,2024-03-04,2024-03-07,Delivered,Shadowfax
SHP67739,TXN00077599,2024-05-22,2024-05-23,Delivered,BlueDart
SHP29405,TXN00002566,2024-02-19,2024-02-21,Delivered,Delhivery
SHP99702,TXN00013933,2024-06-28,2024-07-04,Delivered,Delhivery
SHP16677,TXN00072786,2024-06-29,2024-06-30,Delivered,EcomExpress
SHP40213,TXN00057678,2024-05-30,2024-05-31,Delivered,BlueDart
SHP66256,TXN00024604,2024-06-10,2024-06-18,Delivered,EcomExpress
SHP21335,TXN00082966,2024-06-30,2024-07-09,Delivered,Delhivery
SHP96821,TXN00040878,2024-05-20,2024-05-24,Delivered,EcomExpress
SHP82896,TXN00093767,2024-06-10,2024-06-15,Delivered,Shadowfax
SHP74471,TXN00091547,2024-04-13,2024-04-15,Delivered,Shadowfax
SHP35304,TXN00064760,2024-02-12,2024-02-18,Delivered,EcomExpress
SHP11862,TXN00063142,2024-04-29,2024-05-07,Delivered,Shadowfax
SHP97177,TXN00029097,2024-04-01,2024-04-02,Delivered,EcomExpress
SHP21143,TXN00046254,2024-02-04,2024-02-05,Delivered,Delhivery
SHP14174,TXN00075886,2024-03-10,2024-03-11,Delivered,EcomExpress
SHP73909,TXN00048402,2024-05-02,2024-05-06,Delivered,Shadowfax
SHP10097,TXN00010625,2024-04-20,2024-04-26,Delivered,EcomExpress
SHP98271,TXN00046424,2024-03-21,2024-03-28,Delivered,BlueDart
SHP31478,TXN00013540,2024-03-28,2024-03-31,Delivered,EcomExpress
SHP32994,TXN00098635,2024-05-30,2024-06-05,Delivered,EcomExpress
SHP18764,TXN00000554,2024-06-06,2024-06-15,Delivered,EcomExpress
SHP58585,TXN00068731,2024-03-30,2024-04-05,Delivered,Delhivery
SHP55275,TXN00080465,2024-01-12,2024-01-15,Delivered,Shadowfax
SHP26258,TXN00038254,2024-04-09,2024-04-12,Delivered,EcomExpress
SHP46852,TXN00077315,2024-06-13,2024-06-23,Delivered,EcomExpress
SHP20370,TXN00066832,2024-04-17,2024-04-25,Delivered,Delhivery
SHP39286,TXN00072431,2024-03-29,2024-04-06,Delivered,BlueDart
SHP23561,TXN00005014,2024-02-12,2024-02-20,Delivered,BlueDart
SHP23383,TXN00062737,2024-04-15,2024-04-22,Delivered,Shadowfax
SHP99323,TXN00022973,2024-04-12,2024-04-17,Delivered,EcomExpress
SHP38113,TXN00055371,2024-02-26,2024-03-04,Delivered,EcomExpress
SHP57825,TXN00051208,2024-03-02,2024-03-11,Delivered,Delhivery
SHP49993,TXN00046700,2024-01-15,2024-01-17,Delivered,EcomExpress
SHP48648,TXN00078331,2024-01-22,2024-01-30,Delivered,BlueDart
SHP28474,TXN00066018,2024-02-04,2024-02-14,Delivered,Shadowfax
SHP95356,TXN00016532,2024-03-08,2024-03-12,Delivered,BlueDart
SHP80323,TXN00076242,2024-03-22,2024-03-27,Delivered,Delhivery
SHP43544,TXN00002508,2024-05-31,2024-06-06,Delivered,Shadowfax
SHP97005,TXN00035187,2024-05-21,2024-05-23,Delivered,BlueDart
SHP24615,TXN00011023,2024-03-30,2024-04-09,Delivered,BlueDart
SHP62290,TXN00052081,2024-06-05,2024-06-13,Delivered,BlueDart
SHP13601,TXN00064818,2024-01-07,2024-01-16,Delivered,Shadowfax
